District,District Name,Nom de Circonscription,Type of results*,Type de résultats**,Surname - Nom de famille,Middle name(s) - Autre(s) prénom(s),Given name - Prénom,party,Appartenance politique,Votes obtained - Votes obtenus,% Votes obtained - Votes obtenus %,Rejected ballots - Bulletins rejetés***,Total number of ballots cast - Nombre total de votes déposés
59014,Kelowna--Lake Country,Kelowna--Lake Country,validated,validés,Fuhr,,Stephen,Liberal,Libéral,22627,32.7,305,69425
59014,Kelowna--Lake Country,Kelowna--Lake Country,validated,validés,Gray,,Tracy,Conservative,Conservateur,31497,45.6,305,69425
59014,Kelowna--Lake Country,Kelowna--Lake Country,validated,validés,Joseph,,Daniel,Independent,Indépendant(e),152,.2,305,69425
59014,Kelowna--Lake Country,Kelowna--Lake Country,validated,validés,Kulik,,Justin,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8381,12.1,305,69425
59014,Kelowna--Lake Country,Kelowna--Lake Country,validated,validés,Socrates,,Silverado,Independent,Indépendant(e),67,.1,305,69425
59015,Kootenay--Columbia,Kootenay--Columbia,preliminary,préliminaires,Brynne,,Abra,Green Party,Parti Vert,5998,9,0,66327
59015,Kootenay--Columbia,Kootenay--Columbia,preliminary,préliminaires,Goldsbury,,Robin,Liberal,Libéral,6033,9.1,0,66327
59015,Kootenay--Columbia,Kootenay--Columbia,preliminary,préliminaires,Miller,,Trev,Animal Protection Party,Parti Protection Animaux,336,.5,0,66327
59015,Kootenay--Columbia,Kootenay--Columbia,preliminary,préliminaires,Morrison,,Rob,Conservative,Conservateur,29893,45.1,0,66327
59015,Kootenay--Columbia,Kootenay--Columbia,preliminary,préliminaires,Stetski,,Wayne,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,22707,34.2,0,66327
59015,Kootenay--Columbia,Kootenay--Columbia,preliminary,préliminaires,Stewart,,Rick,People's Party,Parti populaire,1360,2.1,0,66327
59015,Kootenay--Columbia,Kootenay--Columbia,validated,validés,Brynne,,Abra,Green Party,Parti Vert,6145,9.1,266,67596
59015,Kootenay--Columbia,Kootenay--Columbia,validated,validés,Goldsbury,,Robin,Liberal,Libéral,6151,9.1,266,67596
59015,Kootenay--Columbia,Kootenay--Columbia,validated,validés,Miller,,Trev,Animal Protection Party,Parti Protection Animaux,339,.5,266,67596
59015,Kootenay--Columbia,Kootenay--Columbia,validated,validés,Morrison,,Rob,Conservative,Conservateur,30168,44.8,266,67596
59015,Kootenay--Columbia,Kootenay--Columbia,validated,validés,Stetski,,Wayne,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,23149,34.4,266,67596
59015,Kootenay--Columbia,Kootenay--Columbia,validated,validés,Stewart,,Rick,People's Party,Parti populaire,1378,2,266,67596
59016,Langley--Aldergrove,Langley--Aldergrove,preliminary,préliminaires,Dipietra-Cudmore,,Natalie,People's Party,Parti populaire,1273,2.1,0,61537
59016,Langley--Aldergrove,Langley--Aldergrove,preliminary,préliminaires,Farstad,,Kaija,Green Party,Parti Vert,4704,7.6,0,61537
59016,Langley--Aldergrove,Langley--Aldergrove,preliminary,préliminaires,Jensen,,Leon,Liberal,Libéral,15700,25.5,0,61537
59016,Langley--Aldergrove,Langley--Aldergrove,preliminary,préliminaires,Joehl,,Alex,Libertarian,Libertarien,489,.8,0,61537
59016,Langley--Aldergrove,Langley--Aldergrove,preliminary,préliminaires,Van Popta,,Tako,Conservative,Conservateur,28953,47,0,61537
59016,Langley--Aldergrove,Langley--Aldergrove,preliminary,préliminaires,Wakelin,,Stacey,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,10418,16.9,0,61537
59016,Langley--Aldergrove,Langley--Aldergrove,validated,validés,Dipietra-Cudmore,,Natalie,People's Party,Parti populaire,1305,2.1,373,63825
59016,Langley--Aldergrove,Langley--Aldergrove,validated,validés,Farstad,,Kaija,Green Party,Parti Vert,4881,7.7,373,63825
59016,Langley--Aldergrove,Langley--Aldergrove,validated,validés,Jensen,,Leon,Liberal,Libéral,16254,25.6,373,63825
59016,Langley--Aldergrove,Langley--Aldergrove,validated,validés,Joehl,,Alex,Libertarian,Libertarien,499,.8,373,63825
59016,Langley--Aldergrove,Langley--Aldergrove,validated,validés,Van Popta,,Tako,Conservative,Conservateur,29823,47,373,63825
59016,Langley--Aldergrove,Langley--Aldergrove,validated,validés,Wakelin,,Stacey,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,10690,16.8,373,63825
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,preliminary,préliminaires,Csaszar,,Julius Nick,People's Party,Parti populaire,1373,3,0,45743
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,preliminary,préliminaires,Kidder,,John,Green Party,Parti Vert,4999,10.9,0,45743
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,preliminary,préliminaires,Nenn,,Michael,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8004,17.5,0,45743
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,preliminary,préliminaires,Sidhu,,Jati,Liberal,Libéral,12022,26.3,0,45743
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,preliminary,préliminaires,Vis,,Brad,Conservative,Conservateur,19271,42.1,0,45743
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,preliminary,préliminaires,Wismer,,Elaine,ML,ML,74,.2,0,45743
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,validated,validés,Csaszar,,Julius Nick,People's Party,Parti populaire,1055,2.3,439,46505
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,validated,validés,Kidder,,John,Green Party,Parti Vert,5019,10.9,439,46505
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,validated,validés,Nenn,,Michael,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8089,17.6,439,46505
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,validated,validés,Sidhu,,Jati,Liberal,Libéral,12299,26.7,439,46505
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,validated,validés,Vis,,Brad,Conservative,Conservateur,19535,42.4,439,46505
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,validated,validés,Wismer,,Elaine,ML,ML,69,.1,439,46505
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,preliminary,préliminaires,Chamberlin,,Bob,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,16857,23.7,0,71134
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,preliminary,préliminaires,Chumsa,,James,Communist,Communiste,104,.1,0,71134
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,preliminary,préliminaires,Clarke,,Jennifer,People's Party,Parti populaire,1036,1.5,0,71134
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,preliminary,préliminaires,Corfield,,Michelle,Liberal,Libéral,9649,13.6,0,71134
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,preliminary,préliminaires,Hirst,,John,Conservative,Conservateur,18447,25.9,0,71134
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,preliminary,préliminaires,Manly,,Paul,Green Party,Parti Vert,24537,34.5,0,71134
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,preliminary,préliminaires,Marlatt,,Brian,PC Party,Parti PC,201,.3,0,71134
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,preliminary,préliminaires,Stoneman,,Geoff,Independent,Indépendant(e),235,.3,0,71134
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,preliminary,préliminaires,White,,Echo,Independent,Indépendant(e),68,.1,0,71134
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,validated,validés,Chamberlin,,Bob,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,16985,23.6,225,72089
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,validated,validés,Chumsa,,James,Communist,Communiste,104,.1,225,72089
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,validated,validés,Clarke,,Jennifer,People's Party,Parti populaire,1049,1.5,225,72089
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,validated,validés,Corfield,,Michelle,Liberal,Libéral,9735,13.5,225,72089
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,validated,validés,Hirst,,John,Conservative,Conservateur,18634,25.9,225,72089
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,validated,validés,Manly,,Paul,Green Party,Parti Vert,24844,34.6,225,72089
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,validated,validés,Marlatt,,Brian,PC Party,Parti PC,207,.3,225,72089
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,validated,validés,Stoneman,,Geoff,Independent,Indépendant(e),235,.3,225,72089
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,validated,validés,White,,Echo,Independent,Indépendant(e),71,.1,225,72089
59019,New Westminster--Burnaby,New Westminster--Burnaby,preliminary,préliminaires,Davis,,Will,Liberal,Libéral,12240,23.5,0,52108
59019,New Westminster--Burnaby,New Westminster--Burnaby,preliminary,préliminaires,Ginn,,Hansen,People's Party,Parti populaire,845,1.6,0,52108
59019,New Westminster--Burnaby,New Westminster--Burnaby,preliminary,préliminaires,Julian,,Peter,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,23022,44.2,0,52108
59019,New Westminster--Burnaby,New Westminster--Burnaby,preliminary,préliminaires,Murarka,,Neeraj,Libertarian,Libertarien,304,.6,0,52108
59019,New Westminster--Burnaby,New Westminster--Burnaby,preliminary,préliminaires,Passyar,,Ahmad,Independent,Indépendant(e),82,.2,0,52108
59019,New Westminster--Burnaby,New Westminster--Burnaby,preliminary,préliminaires,Theriault,,Joseph,ML,ML,57,.1,0,52108
59019,New Westminster--Burnaby,New Westminster--Burnaby,preliminary,préliminaires,Veck,,Megan,Conservative,Conservateur,11278,21.6,0,52108
59019,New Westminster--Burnaby,New Westminster--Burnaby,preliminary,préliminaires,de Montigny,,Suzanne,Green Party,Parti Vert,4280,8.2,0,52108
59019,New Westminster--Burnaby,New Westminster--Burnaby,validated,validés,Davis,,Will,Liberal,Libéral,12414,23.4,452,53429
59019,New Westminster--Burnaby,New Westminster--Burnaby,validated,validés,Ginn,,Hansen,People's Party,Parti populaire,862,1.6,452,53429
59019,New Westminster--Burnaby,New Westminster--Burnaby,validated,validés,Julian,,Peter,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,23437,44.2,452,53429
59019,New Westminster--Burnaby,New Westminster--Burnaby,validated,validés,Murarka,,Neeraj,Libertarian,Libertarien,307,.6,452,53429
59019,New Westminster--Burnaby,New Westminster--Burnaby,validated,validés,Passyar,,Ahmad,Independent,Indépendant(e),83,.2,452,53429
59019,New Westminster--Burnaby,New Westminster--Burnaby,validated,validés,Theriault,,Joseph,ML,ML,57,.1,452,53429
59019,New Westminster--Burnaby,New Westminster--Burnaby,validated,validés,Veck,,Megan,Conservative,Conservateur,11439,21.6,452,53429
59019,New Westminster--Burnaby,New Westminster--Burnaby,validated,validés,de Montigny,,Suzanne,Green Party,Parti Vert,4378,8.3,452,53429
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,preliminary,préliminaires,Arnold,,Mel,Conservative,Conservateur,35753,48.8,0,73273
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,preliminary,préliminaires,Delfing,,Kyle,People's Party,Parti populaire,1999,2.7,0,73273
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,preliminary,préliminaires,Derkaz,,Cindy,Liberal,Libéral,16626,22.7,0,73273
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,preliminary,préliminaires,Reinarz,,Marc,Green Party,Parti Vert,7697,10.5,0,73273
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,preliminary,préliminaires,Sandhu,,Harwinder,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,11198,15.3,0,73273
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,validated,validés,Arnold,,Mel,Conservative,Conservateur,36154,48.8,449,74594
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,validated,validés,Delfing,,Kyle,People's Party,Parti populaire,2027,2.7,449,74594
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,validated,validés,Derkaz,,Cindy,Liberal,Libéral,16783,22.6,449,74594
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,validated,validés,Reinarz,,Marc,Green Party,Parti Vert,7828,10.6,449,74594
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,validated,validés,Sandhu,,Harwinder,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,11353,15.3,449,74594
59021,North Vancouver,North Vancouver,preliminary,préliminaires,Bell,,Justine,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,10116,16.3,0,61874
59021,North Vancouver,North Vancouver,preliminary,préliminaires,Jadavji,,Azmairnin,People's Party,Parti populaire,905,1.5,0,61874
59021,North Vancouver,North Vancouver,preliminary,préliminaires,Orr,,George,Green Party,Parti Vert,7676,12.4,0,61874
59021,North Vancouver,North Vancouver,preliminary,préliminaires,Saxton,,Andrew,Conservative,Conservateur,16775,27.1,0,61874
59021,North Vancouver,North Vancouver,preliminary,préliminaires,Wilkinson,,Jonathan,Liberal,Libéral,26402,42.7,0,61874
59021,North Vancouver,North Vancouver,validated,validés,Bell,,Justine,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,10340,16.4,349,63279
59021,North Vancouver,North Vancouver,validated,validés,Jadavji,,Azmairnin,People's Party,Parti populaire,835,1.3,349,63279
59021,North Vancouver,North Vancouver,validated,validés,Orr,,George,Green Party,Parti Vert,7868,12.5,349,63279
59021,North Vancouver,North Vancouver,validated,validés,Saxton,,Andrew,Conservative,Conservateur,16908,26.9,349,63279
59021,North Vancouver,North Vancouver,validated,validés,Wilkinson,,Jonathan,Liberal,Libéral,26979,42.9,349,63279
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,preliminary,préliminaires,Cherrier,,Bryton,People's Party,Parti populaire,726,1.4,0,53707
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,preliminary,préliminaires,Dalton,,Marc,Conservative,Conservateur,19501,36.3,0,53707
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,preliminary,préliminaires,Jaschke,,Ariane,Green Party,Parti Vert,4259,7.9,0,53707
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,preliminary,préliminaires,Mogk,,John,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,12802,23.8,0,53707
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,preliminary,préliminaires,Ranta,,Steve,Independent,Indépendant(e),462,.9,0,53707
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,preliminary,préliminaires,Ruimy,,Dan,Liberal,Libéral,15957,29.7,0,53707
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,validated,validés,Cherrier,,Bryton,People's Party,Parti populaire,698,1.3,298,54529
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,validated,validés,Dalton,,Marc,Conservative,Conservateur,19650,36.2,298,54529
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,validated,validés,Jaschke,,Ariane,Green Party,Parti Vert,4332,8,298,54529
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,validated,validés,Mogk,,John,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,12958,23.9,298,54529
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,validated,validés,Ranta,,Steve,Independent,Indépendant(e),468,.9,298,54529
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,validated,validés,Ruimy,,Dan,Liberal,Libéral,16125,29.7,298,54529
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,preliminary,préliminaires,Badiei,,Sara,Liberal,Libéral,15409,29.1,0,52929
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,preliminary,préliminaires,Chabot,,Jayson,People's Party,Parti populaire,809,1.5,0,52929
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,preliminary,préliminaires,Shin,,Nelly,Conservative,Conservateur,16588,31.3,0,52929
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,preliminary,préliminaires,Verrier,,Roland,ML,ML,56,.1,0,52929
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,preliminary,préliminaires,Watts,,Bryce,Green Party,Parti Vert,3812,7.2,0,52929
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,preliminary,préliminaires,Zarrillo,,Bonita,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,16255,30.7,0,52929
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,validated,validés,Badiei,,Sara,Liberal,Libéral,15695,29.1,516,54519
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,validated,validés,Chabot,,Jayson,People's Party,Parti populaire,821,1.5,516,54519
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,validated,validés,Shin,,Nelly,Conservative,Conservateur,16855,31.2,516,54519
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,validated,validés,Verrier,,Roland,ML,ML,57,.1,516,54519
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,validated,validés,Watts,,Bryce,Green Party,Parti Vert,3873,7.2,516,54519
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,validated,validés,Zarrillo,,Bonita,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,16702,30.9,516,54519
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,preliminary,préliminaires,Erickson,,Mavis,Liberal,Libéral,6304,11.5,0,54597
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,preliminary,préliminaires,Kendall,,Catharine,Green Party,Parti Vert,3395,6.2,0,54597
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,preliminary,préliminaires,Luccock,,Marcia,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5013,9.2,0,54597
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,preliminary,préliminaires,Vaillant,,Ron,People's Party,Parti populaire,1728,3.2,0,54597
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,preliminary,préliminaires,Zimmer,,Bob,Conservative,Conservateur,38157,69.9,0,54597
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,validated,validés,Erickson,,Mavis,Liberal,Libéral,6391,11.6,283,55412
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,validated,validés,Kendall,,Catharine,Green Party,Parti Vert,3448,6.3,283,55412
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,validated,validés,Luccock,,Marcia,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5069,9.2,283,55412
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,validated,validés,Vaillant,,Ron,People's Party,Parti populaire,1748,3.2,283,55412
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,validated,validés,Zimmer,,Bob,Conservative,Conservateur,38473,69.8,283,55412
59025,Richmond Centre,Richmond-Centre,preliminary,préliminaires,Innes,,Dustin,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5482,14.4,0,38142
59025,Richmond Centre,Richmond-Centre,preliminary,préliminaires,Kou,,Steven,Liberal,Libéral,10824,28.4,0,38142
59025,Richmond Centre,Richmond-Centre,preliminary,préliminaires,Pak,,Ivan,People's Party,Parti populaire,534,1.4,0,38142
59025,Richmond Centre,Richmond-Centre,preliminary,préliminaires,Raunet,,Françoise,Green Party,Parti Vert,2318,6.1,0,38142
59025,Richmond Centre,Richmond-Centre,preliminary,préliminaires,Wong,,Alice,Conservative,Conservateur,18791,49.3,0,38142
59025,Richmond Centre,Richmond-Centre,preliminary,préliminaires,Zhang,,Zhe,Independent,Indépendant(e),193,.5,0,38142
59025,Richmond Centre,Richmond-Centre,validated,validés,Innes,,Dustin,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5617,14.5,371,39188
59025,Richmond Centre,Richmond-Centre,validated,validés,Kou,,Steven,Liberal,Libéral,11052,28.5,371,39188
59025,Richmond Centre,Richmond-Centre,validated,validés,Pak,,Ivan,People's Party,Parti populaire,538,1.4,371,39188
59025,Richmond Centre,Richmond-Centre,validated,validés,Raunet,,Françoise,Green Party,Parti Vert,2376,6.1,371,39188
59025,Richmond Centre,Richmond-Centre,validated,validés,Wong,,Alice,Conservative,Conservateur,19037,49,371,39188
59025,Richmond Centre,Richmond-Centre,validated,validés,Zhang,,Zhe,Independent,Indépendant(e),197,.5,371,39188
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,preliminary,préliminaires,Garrison,,Randall,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,23516,34.1,0,69003
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,preliminary,préliminaires,Godron,,Fidelia,Independent,Indépendant(e),95,.1,0,69003
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,preliminary,préliminaires,Gustafson,,Jeremy,People's Party,Parti populaire,1291,1.9,0,69003
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,preliminary,préliminaires,Hammond,,Jamie,Liberal,Libéral,12342,17.9,0,69003
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,preliminary,préliminaires,Lesosky,,Louis,Independent,Indépendant(e),98,.1,0,69003
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,preliminary,préliminaires,Merner,,David,Green Party,Parti Vert,18135,26.3,0,69003
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,preliminary,préliminaires,Ney,,Philip,Independent,Indépendant(e),81,.1,0,69003
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,preliminary,préliminaires,Pewarchuk,,Randall,Conservative,Conservateur,13054,18.9,0,69003
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,preliminary,préliminaires,Steffler,,Josh,Libertarian,Libertarien,284,.4,0,69003
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,preliminary,préliminaires,Strandlund,,Tyson,Communist,Communiste,107,.2,0,69003
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,validated,validés,Garrison,,Randall,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,23887,34.1,304,70429
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,validated,validés,Godron,,Fidelia,Independent,Indépendant(e),99,.1,304,70429
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,validated,validés,Gustafson,,Jeremy,People's Party,Parti populaire,1089,1.6,304,70429
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,validated,validés,Hammond,,Jamie,Liberal,Libéral,12554,17.9,304,70429
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,validated,validés,Lesosky,,Louis,Independent,Indépendant(e),100,.1,304,70429
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,validated,validés,Merner,,David,Green Party,Parti Vert,18506,26.4,304,70429
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,validated,validés,Ney,,Philip,Independent,Indépendant(e),83,.1,304,70429
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,validated,validés,Pewarchuk,,Randall,Conservative,Conservateur,13409,19.1,304,70429
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,validated,validés,Steffler,,Josh,Libertarian,Libertarien,287,.4,304,70429
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,validated,validés,Strandlund,,Tyson,Communist,Communiste,111,.2,304,70429
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,preliminary,préliminaires,Broda,,Ron,People's Party,Parti populaire,914,1.4,0,66309
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,preliminary,préliminaires,Busch,,David,Conservative,Conservateur,13507,20.4,0,66309
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,preliminary,préliminaires,May,,Elizabeth,Green Party,Parti Vert,32326,48.8,0,66309
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,preliminary,préliminaires,Singh,,Sabina,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8446,12.7,0,66309
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,preliminary,préliminaires,Windsor,,Ryan,Liberal,Libéral,11116,16.8,0,66309
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,validated,validés,Broda,,Ron,People's Party,Parti populaire,929,1.4,323,68473
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,validated,validés,Busch,,David,Conservative,Conservateur,13784,20.2,323,68473
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,validated,validés,May,,Elizabeth,Green Party,Parti Vert,33454,49.1,323,68473
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,validated,validés,Singh,,Sabina,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8657,12.7,323,68473
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,validated,validés,Windsor,,Ryan,Liberal,Libéral,11326,16.6,323,68473
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,preliminary,préliminaires,Bachrach,,Taylor,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,16670,40.9,0,40795
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,preliminary,préliminaires,Birdi,,Dave,Liberal,Libéral,4704,11.5,0,40795
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,preliminary,préliminaires,Craven,,Jody,People's Party,Parti populaire,929,2.3,0,40795
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,preliminary,préliminaires,Nunes,,Danny,Independent,Indépendant(e),164,.4,0,40795
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,preliminary,préliminaires,Rattée,,Claire,Conservative,Conservateur,13637,33.4,0,40795
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,preliminary,préliminaires,Ritchie,,Merv,Independent,Indépendant(e),155,.4,0,40795
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,preliminary,préliminaires,Sawyer,,Mike,Green Party,Parti Vert,3193,7.8,0,40795
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,preliminary,préliminaires,Taylor,,Rod,Christian Heritage Party,Parti de l'Héritage Chrétien,1343,3.3,0,40795
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,validated,validés,Bachrach,,Taylor,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,16944,40.9,267,41651
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,validated,validés,Birdi,,Dave,Liberal,Libéral,4793,11.6,267,41651
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,validated,validés,Craven,,Jody,People's Party,Parti populaire,940,2.3,267,41651
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,validated,validés,Nunes,,Danny,Independent,Indépendant(e),164,.4,267,41651
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,validated,validés,Rattée,,Claire,Conservative,Conservateur,13756,33.2,267,41651
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,validated,validés,Ritchie,,Merv,Independent,Indépendant(e),157,.4,267,41651
