District,District Name,Nom de Circonscription,Type of results*,Type de résultats**,Surname - Nom de famille,Middle name(s) - Autre(s) prénom(s),Given name - Prénom,party,Appartenance politique,Votes obtained - Votes obtenus,% Votes obtained - Votes obtenus %,Rejected ballots - Bulletins rejetés***,Total number of ballots cast - Nombre total de votes déposés
24054,Outremont,Outremont,preliminary,préliminaires,Hiemstra,,Mark John,Parti Rhinocéros Party,Parti Rhinocéros Party,151,.4,0,39201
24054,Outremont,Outremont,preliminary,préliminaires,Louras,,Jasmine,Conservative,Conservateur,2158,5.5,0,39201
24054,Outremont,Outremont,preliminary,préliminaires,Lévesque,,Sabin,People's Party,Parti populaire,360,.9,0,39201
24054,Outremont,Outremont,validated,validés,Bendayan,,Rachel,Liberal,Libéral,19148,46.2,455,41912
24054,Outremont,Outremont,validated,validés,Clarke,,Andrea,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8319,20.1,455,41912
24054,Outremont,Outremont,validated,validés,Green,,Daniel,Green Party,Parti Vert,5018,12.1,455,41912
24054,Outremont,Outremont,validated,validés,Grimard,,Célia,Bloc Québécois,Bloc Québécois,5741,13.8,455,41912
24054,Outremont,Outremont,validated,validés,Hiemstra,,Mark John,Parti Rhinocéros Party,Parti Rhinocéros Party,155,.4,455,41912
24054,Outremont,Outremont,validated,validés,Louras,,Jasmine,Conservative,Conservateur,2707,6.5,455,41912
24054,Outremont,Outremont,validated,validés,Lévesque,,Sabin,People's Party,Parti populaire,369,.9,455,41912
24055,Papineau,Papineau,preliminary,préliminaires,Cacereco Berthiaume,,Jean-Patrick,Parti Rhinocéros Party,Parti Rhinocéros Party,334,.7,0,48451
24055,Papineau,Papineau,preliminary,préliminaires,Gagnon,,Christian,Bloc Québécois,Bloc Québécois,7722,15.9,0,48451
24055,Papineau,Papineau,preliminary,préliminaires,Lefebvre,,Susanne,Christian Heritage Party,Parti de l'Héritage Chrétien,184,.4,0,48451
24055,Papineau,Papineau,preliminary,préliminaires,Lupien,,Luc,No Affiliation,Aucune appartenance,73,.2,0,48451
24055,Papineau,Papineau,preliminary,préliminaires,Magnan,,Alain,Independent,Indépendant(e),73,.2,0,48451
24055,Papineau,Papineau,preliminary,préliminaires,Paré,,Christine,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,9135,18.9,0,48451
24055,Papineau,Papineau,preliminary,préliminaires,Penner,,Steve,No Affiliation,Aucune appartenance,54,.1,0,48451
24055,Papineau,Papineau,preliminary,préliminaires,Sibthorpe,,Mark,People's Party,Parti populaire,311,.6,0,48451
24055,Papineau,Papineau,preliminary,préliminaires,Trudeau,,Justin,Liberal,Libéral,24797,51.2,0,48451
24055,Papineau,Papineau,preliminary,préliminaires,Vazquez,,Juan,Green Party,Parti Vert,3673,7.6,0,48451
24055,Papineau,Papineau,preliminary,préliminaires,Veilleux,,Sophie,Conservative,Conservateur,2095,4.3,0,48451
24055,Papineau,Papineau,validated,validés,Cacereco Berthiaume,,Jean-Patrick,Parti Rhinocéros Party,Parti Rhinocéros Party,363,.7,938,51719
24055,Papineau,Papineau,validated,validés,Gagnon,,Christian,Bloc Québécois,Bloc Québécois,8124,16,938,51719
24055,Papineau,Papineau,validated,validés,Lefebvre,,Susanne,Christian Heritage Party,Parti de l'Héritage Chrétien,186,.4,938,51719
24055,Papineau,Papineau,validated,validés,Lupien,,Luc,No Affiliation,Aucune appartenance,75,.1,938,51719
24055,Papineau,Papineau,validated,validés,Magnan,,Alain,Independent,Indépendant(e),76,.1,938,51719
24055,Papineau,Papineau,validated,validés,Paré,,Christine,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,9748,19.2,938,51719
24055,Papineau,Papineau,validated,validés,Penner,,Steve,No Affiliation,Aucune appartenance,34,.1,938,51719
24055,Papineau,Papineau,validated,validés,Sibthorpe,,Mark,People's Party,Parti populaire,322,.6,938,51719
24055,Papineau,Papineau,validated,validés,Trudeau,,Justin,Liberal,Libéral,25957,51.1,938,51719
24055,Papineau,Papineau,validated,validés,Vazquez,,Juan,Green Party,Parti Vert,3741,7.4,938,51719
24055,Papineau,Papineau,validated,validés,Veilleux,,Sophie,Conservative,Conservateur,2155,4.2,938,51719
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,preliminary,préliminaires,El-Khoury,,Bruno Ibrahim,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5537,10.1,0,54699
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,preliminary,préliminaires,Henri,,Edline,Bloc Québécois,Bloc Québécois,4450,8.1,0,54699
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,preliminary,préliminaires,Ishak,,Mariam,Conservative,Conservateur,9682,17.7,0,54699
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,preliminary,préliminaires,Khan,,Shahid,Independent,Indépendant(e),242,.4,0,54699
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,preliminary,préliminaires,Mintz,,Lisa,Green Party,Parti Vert,2790,5.1,0,54699
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,preliminary,préliminaires,Plante,,Martin,Independent,Indépendant(e),392,.7,0,54699
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,preliminary,préliminaires,Weishar,,Lee,People's Party,Parti populaire,701,1.3,0,54699
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,preliminary,préliminaires,Zuberi,,Sameer,Liberal,Libéral,30905,56.5,0,54699
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,validated,validés,El-Khoury,,Bruno Ibrahim,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5687,10.3,682,56153
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,validated,validés,Henri,,Edline,Bloc Québécois,Bloc Québécois,4469,8.1,682,56153
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,validated,validés,Ishak,,Mariam,Conservative,Conservateur,9797,17.7,682,56153
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,validated,validés,Khan,,Shahid,Independent,Indépendant(e),242,.4,682,56153
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,validated,validés,Mintz,,Lisa,Green Party,Parti Vert,2866,5.2,682,56153
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,validated,validés,Plante,,Martin,Independent,Indépendant(e),394,.7,682,56153
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,validated,validés,Weishar,,Lee,People's Party,Parti populaire,711,1.3,682,56153
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,validated,validés,Zuberi,,Sameer,Liberal,Libéral,31305,56.4,682,56153
24057,Pontiac,Pontiac,preliminary,préliminaires,Amos,,William,Liberal,Libéral,29759,48.9,0,60915
24057,Pontiac,Pontiac,preliminary,préliminaires,Belec,,Mario,People's Party,Parti populaire,764,1.3,0,60915
24057,Pontiac,Pontiac,preliminary,préliminaires,Bertrand,,Claude,Green Party,Parti Vert,3631,6,0,60915
24057,Pontiac,Pontiac,preliminary,préliminaires,Blackburn,,Dave,Conservative,Conservateur,10298,16.9,0,60915
24057,Pontiac,Pontiac,preliminary,préliminaires,Carreiro-Benoit,,Jonathan,Bloc Québécois,Bloc Québécois,9851,16.2,0,60915
24057,Pontiac,Pontiac,preliminary,préliminaires,Giroux,,Denise,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6364,10.4,0,60915
24057,Pontiac,Pontiac,preliminary,préliminaires,Lang,,Louis,ML,ML,51,.1,0,60915
24057,Pontiac,Pontiac,preliminary,préliminaires,Stewart,,Shawn,VCP,CAC,197,.3,0,60915
24057,Pontiac,Pontiac,validated,validés,Amos,,William,Liberal,Libéral,30217,48.9,661,62508
24057,Pontiac,Pontiac,validated,validés,Belec,,Mario,People's Party,Parti populaire,775,1.3,661,62508
24057,Pontiac,Pontiac,validated,validés,Bertrand,,Claude,Green Party,Parti Vert,3762,6.1,661,62508
24057,Pontiac,Pontiac,validated,validés,Blackburn,,Dave,Conservative,Conservateur,10416,16.8,661,62508
24057,Pontiac,Pontiac,validated,validés,Carreiro-Benoit,,Jonathan,Bloc Québécois,Bloc Québécois,9929,16.1,661,62508
24057,Pontiac,Pontiac,validated,validés,Giroux,,Denise,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6503,10.5,661,62508
24057,Pontiac,Pontiac,validated,validés,Lang,,Louis,ML,ML,51,.1,661,62508
24057,Pontiac,Pontiac,validated,validés,Stewart,,Shawn,VCP,CAC,194,.3,661,62508
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,preliminary,préliminaires,Abbatiello,,Luca,People's Party,Parti populaire,1925,3,0,63644
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,preliminary,préliminaires,Bonsaint,,Mathieu,Bloc Québécois,Bloc Québécois,15440,24.3,0,63644
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,preliminary,préliminaires,Gagnon,,David-Roger,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3657,5.7,0,63644
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,preliminary,préliminaires,Gaudet,,Marie-Claude,Green Party,Parti Vert,2456,3.9,0,63644
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,preliminary,préliminaires,Godin,,Joël,Conservative,Conservateur,27524,43.2,0,63644
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,preliminary,préliminaires,Talbot,,Annie,Liberal,Libéral,12642,19.9,0,63644
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,validated,validés,Abbatiello,,Luca,People's Party,Parti populaire,1915,3,1251,65925
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,validated,validés,Bonsaint,,Mathieu,Bloc Québécois,Bloc Québécois,15707,24.3,1251,65925
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,validated,validés,Gagnon,,David-Roger,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3758,5.8,1251,65925
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,validated,validés,Gaudet,,Marie-Claude,Green Party,Parti Vert,2308,3.6,1251,65925
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,validated,validés,Godin,,Joël,Conservative,Conservateur,28110,43.5,1251,65925
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,validated,validés,Talbot,,Annie,Liberal,Libéral,12876,19.9,1251,65925
24059,Québec,Québec,preliminary,préliminaires,Boutin,,Bianca,Conservative,Conservateur,8175,15,0,54355
24059,Québec,Québec,preliminary,préliminaires,Bureau,,Tommy,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6210,11.4,0,54355
24059,Québec,Québec,preliminary,préliminaires,CoRhino,,Sébastien,Parti Rhinocéros Party,Parti Rhinocéros Party,349,.6,0,54355
24059,Québec,Québec,preliminary,préliminaires,Dabiré,,Bruno,People's Party,Parti populaire,674,1.2,0,54355
24059,Québec,Québec,preliminary,préliminaires,Duclos,,Jean-Yves,Liberal,Libéral,18047,33.2,0,54355
24059,Québec,Québec,preliminary,préliminaires,Gagnon,,Christiane,Bloc Québécois,Bloc Québécois,17832,32.8,0,54355
24059,Québec,Québec,preliminary,préliminaires,Joli-Coeur,,Luc,Green Party,Parti Vert,2949,5.4,0,54355
24059,Québec,Québec,preliminary,préliminaires,Paquin,,Luc,Pour l'Indépendance du Québec,Pour l'Indépendance du Québec,119,.2,0,54355
24059,Québec,Québec,validated,validés,Boutin,,Bianca,Conservative,Conservateur,8118,15,1051,55249
24059,Québec,Québec,validated,validés,Bureau,,Tommy,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6220,11.5,1051,55249
24059,Québec,Québec,validated,validés,CoRhino,,Sébastien,Parti Rhinocéros Party,Parti Rhinocéros Party,349,.6,1051,55249
24059,Québec,Québec,validated,validés,Dabiré,,Bruno,People's Party,Parti populaire,674,1.2,1051,55249
24059,Québec,Québec,validated,validés,Duclos,,Jean-Yves,Liberal,Libéral,18047,33.3,1051,55249
24059,Québec,Québec,validated,validés,Gagnon,,Christiane,Bloc Québécois,Bloc Québécois,17722,32.7,1051,55249
24059,Québec,Québec,validated,validés,Joli-Coeur,,Luc,Green Party,Parti Vert,2949,5.4,1051,55249
24059,Québec,Québec,validated,validés,Paquin,,Luc,Pour l'Indépendance du Québec,Pour l'Indépendance du Québec,119,.2,1051,55249
24060,Repentigny,Repentigny,preliminary,préliminaires,Beauregard,,Diane,Green Party,Parti Vert,2240,3.4,0,64942
24060,Repentigny,Repentigny,preliminary,préliminaires,Benslimane,,Meryem,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4361,6.7,0,64942
24060,Repentigny,Repentigny,preliminary,préliminaires,Boucher Granger,,Micheline,Pour l'Indépendance du Québec,Pour l'Indépendance du Québec,347,.5,0,64942
24060,Repentigny,Repentigny,preliminary,préliminaires,Branchaud,,Pierre,Conservative,Conservateur,4851,7.5,0,64942
24060,Repentigny,Repentigny,preliminary,préliminaires,Larose,,Josée,Liberal,Libéral,17976,27.7,0,64942
24060,Repentigny,Repentigny,preliminary,préliminaires,Pauzé,,Monique,Bloc Québécois,Bloc Québécois,34644,53.3,0,64942
24060,Repentigny,Repentigny,preliminary,préliminaires,Saint-Laurent,,Samuel,People's Party,Parti populaire,523,.8,0,64942
24060,Repentigny,Repentigny,validated,validés,Beauregard,,Diane,Green Party,Parti Vert,2289,3.5,1316,66772
24060,Repentigny,Repentigny,validated,validés,Benslimane,,Meryem,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4470,6.8,1316,66772
24060,Repentigny,Repentigny,validated,validés,Boucher Granger,,Micheline,Pour l'Indépendance du Québec,Pour l'Indépendance du Québec,347,.5,1316,66772
24060,Repentigny,Repentigny,validated,validés,Branchaud,,Pierre,Conservative,Conservateur,4878,7.5,1316,66772
24060,Repentigny,Repentigny,validated,validés,Larose,,Josée,Liberal,Libéral,18111,27.7,1316,66772
24060,Repentigny,Repentigny,validated,validés,Pauzé,,Monique,Bloc Québécois,Bloc Québécois,34837,53.2,1316,66772
24060,Repentigny,Repentigny,validated,validés,Saint-Laurent,,Samuel,People's Party,Parti populaire,524,.8,1316,66772
24061,Richmond--Arthabaska,Richmond--Arthabaska,preliminary,préliminaires,Guérin,,Olivier,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,2813,4.8,0,58495
24061,Richmond--Arthabaska,Richmond--Arthabaska,preliminary,préliminaires,Horth-Lepage,,Laura,Green Party,Parti Vert,3073,5.3,0,58495
24061,Richmond--Arthabaska,Richmond--Arthabaska,preliminary,préliminaires,Landry,,Jean,People's Party,Parti populaire,680,1.2,0,58495
24061,Richmond--Arthabaska,Richmond--Arthabaska,preliminary,préliminaires,Nolin,,Olivier,Bloc Québécois,Bloc Québécois,16475,28.2,0,58495
24061,Richmond--Arthabaska,Richmond--Arthabaska,preliminary,préliminaires,Patry,,Marc,Liberal,Libéral,8878,15.2,0,58495
24061,Richmond--Arthabaska,Richmond--Arthabaska,preliminary,préliminaires,Rayes,,Alain,Conservative,Conservateur,26576,45.4,0,58495
24061,Richmond--Arthabaska,Richmond--Arthabaska,validated,validés,Guérin,,Olivier,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,2864,4.9,1077,59715
24061,Richmond--Arthabaska,Richmond--Arthabaska,validated,validés,Horth-Lepage,,Laura,Green Party,Parti Vert,3133,5.3,1077,59715
24061,Richmond--Arthabaska,Richmond--Arthabaska,validated,validés,Landry,,Jean,People's Party,Parti populaire,681,1.2,1077,59715
24061,Richmond--Arthabaska,Richmond--Arthabaska,validated,validés,Nolin,,Olivier,Bloc Québécois,Bloc Québécois,16539,28.2,1077,59715
24061,Richmond--Arthabaska,Richmond--Arthabaska,validated,validés,Patry,,Marc,Liberal,Libéral,8868,15.1,1077,59715
24061,Richmond--Arthabaska,Richmond--Arthabaska,validated,validés,Rayes,,Alain,Conservative,Conservateur,26553,45.3,1077,59715
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,preliminary,préliminaires,Borgers,,Ceylan,Green Party,Parti Vert,3043,5.3,0,57780
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,preliminary,préliminaires,Desilets,,Luc,Bloc Québécois,Bloc Québécois,23521,40.7,0,57780
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,preliminary,préliminaires,Hakizimana,,Joseph,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4933,8.5,0,57780
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,preliminary,préliminaires,Lapointe,,Linda,Liberal,Libéral,20773,36,0,57780
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,preliminary,préliminaires,Mikhael,,Maikel,Conservative,Conservateur,4668,8.1,0,57780
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,preliminary,préliminaires,Roker Jr,,Hans,People's Party,Parti populaire,842,1.5,0,57780
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,validated,validés,Borgers,,Ceylan,Green Party,Parti Vert,3015,5.2,1090,59274
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,validated,validés,Desilets,,Luc,Bloc Québécois,Bloc Québécois,23629,40.6,1090,59274
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,validated,validés,Hakizimana,,Joseph,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5002,8.6,1090,59274
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,validated,validés,Lapointe,,Linda,Liberal,Libéral,21009,36.1,1090,59274
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,validated,validés,Mikhael,,Maikel,Conservative,Conservateur,4684,8.1,1090,59274
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,validated,validés,Roker Jr,,Hans,People's Party,Parti populaire,845,1.5,1090,59274
24063,Rivière-du-Nord,Rivière-du-Nord,preliminary,préliminaires,Fortin,,Rhéal,Bloc Québécois,Bloc Québécois,30620,52.3,0,58578
24063,Rivière-du-Nord,Rivière-du-Nord,preliminary,préliminaires,Fréchette,,Sylvie,Conservative,Conservateur,6891,11.8,0,58578
24063,Rivière-du-Nord,Rivière-du-Nord,preliminary,préliminaires,Gagnon,,Florence,Liberal,Libéral,12954,22.1,0,58578
24063,Rivière-du-Nord,Rivière-du-Nord,preliminary,préliminaires,Leckman,,Joey,Green Party,Parti Vert,3293,5.6,0,58578
24063,Rivière-du-Nord,Rivière-du-Nord,preliminary,préliminaires,Michaud,,Normand,People's Party,Parti populaire,397,.7,0,58578
24063,Rivière-du-Nord,Rivière-du-Nord,preliminary,préliminaires,Ouellette,,Myriam,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4077,7,0,58578
24063,Rivière-du-Nord,Rivière-du-Nord,preliminary,préliminaires,Riqueur-Lainé,,Nicolas,Pour l'Indépendance du Québec,Pour l'Indépendance du Québec,221,.4,0,58578
24063,Rivière-du-Nord,Rivière-du-Nord,preliminary,préliminaires,St-Gelais,,Lucie,Independent,Indépendant(e),125,.2,0,58578
24063,Rivière-du-Nord,Rivière-du-Nord,validated,validés,Fortin,,Rhéal,Bloc Québécois,Bloc Québécois,31281,52,1206,61307
24063,Rivière-du-Nord,Rivière-du-Nord,validated,validés,Fréchette,,Sylvie,Conservative,Conservateur,7120,11.8,1206,61307
24063,Rivière-du-Nord,Rivière-du-Nord,validated,validés,Gagnon,,Florence,Liberal,Libéral,13402,22.3,1206,61307
24063,Rivière-du-Nord,Rivière-du-Nord,validated,validés,Leckman,,Joey,Green Party,Parti Vert,3345,5.6,1206,61307
24063,Rivière-du-Nord,Rivière-du-Nord,validated,validés,Michaud,,Normand,People's Party,Parti populaire,407,.7,1206,61307
24063,Rivière-du-Nord,Rivière-du-Nord,validated,validés,Ouellette,,Myriam,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4194,7,1206,61307
24063,Rivière-du-Nord,Rivière-du-Nord,validated,validés,Riqueur-Lainé,,Nicolas,Pour l'Indépendance du Québec,Pour l'Indépendance du Québec,225,.4,1206,61307
24063,Rivière-du-Nord,Rivière-du-Nord,validated,validés,St-Gelais,,Lucie,Independent,Indépendant(e),127,.2,1206,61307
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,preliminary,préliminaires,André,,Claude,Bloc Québécois,Bloc Québécois,14158,24,0,59016
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,preliminary,préliminaires,Boulerice,,Alexandre,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,24951,42.3,0,59016
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,preliminary,préliminaires,Desrochers,,Gisèle,ML,ML,77,.1,0,59016
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,preliminary,préliminaires,Désy,,Jean,Green Party,Parti Vert,3485,5.9,0,59016
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,preliminary,préliminaires,Hinse,,Geneviève,Liberal,Libéral,14245,24.1,0,59016
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,preliminary,préliminaires,Lavoie,,Jos Guitare,Parti Rhinocéros Party,Parti Rhinocéros Party,342,.6,0,59016
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,preliminary,préliminaires,Pellerin,,Bobby,People's Party,Parti populaire,285,.5,0,59016
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,preliminary,préliminaires,Raymond,,Normand,Communist,Communiste,85,.1,0,59016
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,preliminary,préliminaires,Sarfati,,Johanna,Conservative,Conservateur,1388,2.4,0,59016
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,validated,validés,André,,Claude,Bloc Québécois,Bloc Québécois,14306,23.8,718,60924
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,validated,validés,Boulerice,,Alexandre,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,25575,42.5,718,60924
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,validated,validés,Desrochers,,Gisèle,ML,ML,80,.1,718,60924
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,validated,validés,Désy,,Jean,Green Party,Parti Vert,3539,5.9,718,60924
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,validated,validés,Hinse,,Geneviève,Liberal,Libéral,14576,24.2,718,60924
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,validated,validés,Lavoie,,Jos Guitare,Parti Rhinocéros Party,Parti Rhinocéros Party,346,.6,718,60924
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,validated,validés,Pellerin,,Bobby,People's Party,Parti populaire,293,.5,718,60924
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,validated,validés,Raymond,,Normand,Communist,Communiste,86,.1,718,60924
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,validated,validés,Sarfati,,Johanna,Conservative,Conservateur,1405,2.3,718,60924
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,preliminary,préliminaires,Baudelot,,Sonia,Conservative,Conservateur,5390,9.7,0,55351
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,preliminary,préliminaires,Faour,,Ali,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4618,8.3,0,55351
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,preliminary,préliminaires,Migliozzi,,Emilio,People's Party,Parti populaire,494,.9,0,55351
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,preliminary,préliminaires,Nitoi,,Lizabel,Bloc Québécois,Bloc Québécois,17989,32.5,0,55351
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,preliminary,préliminaires,Progakis,,Elias,Independent,Indépendant(e),148,.3,0,55351
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,preliminary,préliminaires,Robillard,,Yves,Liberal,Libéral,24652,44.5,0,55351
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,preliminary,préliminaires,Tran Le,,Bao,Green Party,Parti Vert,2060,3.7,0,55351
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,validated,validés,Baudelot,,Sonia,Conservative,Conservateur,5423,9.7,924,56741
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,validated,validés,Faour,,Ali,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4741,8.5,924,56741
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,validated,validés,Migliozzi,,Emilio,People's Party,Parti populaire,465,.8,924,56741
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,validated,validés,Nitoi,,Lizabel,Bloc Québécois,Bloc Québécois,18069,32.4,924,56741
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,validated,validés,Progakis,,Elias,Independent,Indépendant(e),143,.3,924,56741
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,validated,validés,Robillard,,Yves,Liberal,Libéral,24865,44.5,924,56741
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,validated,validés,Tran Le,,Bao,Green Party,Parti Vert,2111,3.8,924,56741
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,preliminary,préliminaires,Barré,,Bernard,Conservative,Conservateur,8024,14.4,0,55543
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,preliminary,préliminaires,Bélanger,,Jean-François,People's Party,Parti populaire,484,.9,0,55543
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,preliminary,préliminaires,Huet-Côté,,Sabrina,Green Party,Parti Vert,2000,3.6,0,55543
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,preliminary,préliminaires,Sansoucy,,Brigitte,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,10212,18.4,0,55543
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,preliminary,préliminaires,Savard-Tremblay,,Simon-Pierre,Bloc Québécois,Bloc Québécois,22995,41.4,0,55543
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,preliminary,préliminaires,Vincelette,,René,Liberal,Libéral,11828,21.3,0,55543
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,validated,validés,Barré,,Bernard,Conservative,Conservateur,8062,14.4,1391,57305
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,validated,validés,Bélanger,,Jean-François,People's Party,Parti populaire,478,.9,1391,57305
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,validated,validés,Huet-Côté,,Sabrina,Green Party,Parti Vert,2031,3.6,1391,57305
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,validated,validés,Sansoucy,,Brigitte,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,10297,18.4,1391,57305
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,validated,validés,Savard-Tremblay,,Simon-Pierre,Bloc Québécois,Bloc Québécois,23143,41.4,1391,57305
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,validated,validés,Vincelette,,René,Liberal,Libéral,11903,21.3,1391,57305
24067,Saint-Jean,Saint-Jean,preliminary,préliminaires,Chenail,,André-Philippe,Green Party,Parti Vert,3056,5,0,61354
24067,Saint-Jean,Saint-Jean,preliminary,préliminaires,Hivon,,Marc,People's Party,Parti populaire,391,.6,0,61354
24067,Saint-Jean,Saint-Jean,preliminary,préliminaires,Normandin,,Christine,Bloc Québécois,Bloc Québécois,27677,45.1,0,61354
